DevID,DataYear,DataMonth,DataDay,DataHour,DataMinute,DataValue
1,2013,8,1,0,0,0.1405
1,2013,8,1,1,0,0.1278
1,2013,8,1,2,0,0.1389
1,2013,8,1,3,0,0.1372
1,2013,8,1,4,0,0.1371
1,2013,8,1,5,0,0.1392
1,2013,8,1,6,0,0.0000
1,2013,8,1,7,0,0.0000
1,2013,8,1,8,0,0.0000
1,2013,8,1,9,0,0.0000
1,2013,8,1,10,0,0.1283
1,2013,8,1,11,0,0.1514
1,2013,8,1,12,0,0.1341
1,2013,8,1,13,0,0.1200
1,2013,8,1,14,0,0.1396
1,2013,8,1,15,0,0.1499
1,2013,8,1,16,0,0.1454
1,2013,8,1,17,0,0.1429
1,2013,8,1,18,0,0.1509
1,2013,8,1,19,0,0.1469
1,2013,8,1,20,0,0.1454
1,2013,8,1,21,0,0.1347
1,2013,8,1,22,0,0.1347
1,2013,8,1,23,0,0.0000
1,2013,8,3,0,0,0.1276
1,2013,8,3,1,0,0.1307
1,2013,8,3,2,0,0.0000
1,2013,8,3,3,0,0.0000
1,2013,8,3,4,0,0.0000
1,2013,8,3,5,0,0.0000
1,2013,8,3,6,0,0.0000
1,2013,8,3,7,0,0.0000
1,2013,8,3,8,0,0.0000
1,2013,8,3,9,0,0.0000
1,2013,8,3,10,0,0.0000
1,2013,8,3,11,0,0.0000
1,2013,8,3,12,0,0.0000
1,2013,8,3,13,0,0.0000
1,2013,8,3,14,0,0.0000
1,2013,8,3,15,0,0.0000
1,2013,8,3,16,0,0.0000
1,2013,8,3,17,0,0.0000
1,2013,8,3,18,0,0.0000
1,2013,8,3,19,0,0.0000
1,2013,8,3,20,0,0.0000
1,2013,8,3,21,0,0.0000
1,2013,8,3,22,0,0.0000
1,2013,8,3,23,0,0.0000
1,2013,8,4,0,0,0.0000
1,2013,8,4,1,0,0.0000
1,2013,8,4,2,0,0.0000
1,2013,8,4,3,0,0.0000
1,2013,8,4,4,0,0.0000
1,2013,8,4,5,0,0.0000
1,2013,8,4,6,0,0.0000
1,2013,8,4,7,0,0.0000
1,2013,8,4,8,0,0.0000
1,2013,8,4,9,0,0.0000
1,2013,8,4,10,0,0.0000
1,2013,8,4,11,0,0.0000
1,2013,8,4,12,0,0.0000
1,2013,8,4,13,0,0.0000
1,2013,8,4,14,0,0.0000
1,2013,8,4,15,0,0.1173
1,2013,8,4,16,0,0.0000
1,2013,8,4,17,0,0.0000
1,2013,8,4,18,0,0.0000
1,2013,8,4,19,0,0.0000
1,2013,8,4,20,0,0.0000
1,2013,8,4,21,0,0.0000
1,2013,8,4,22,0,0.0000
1,2013,8,4,23,0,0.0000
1,2013,8,5,0,0,0.0000
1,2013,8,5,1,0,0.0000
1,2013,8,5,2,0,0.0000
1,2013,8,5,3,0,0.0000
1,2013,8,5,4,0,0.0000
1,2013,8,5,5,0,0.0000
1,2013,8,5,6,0,0.0000
1,2013,8,5,7,0,0.0000
1,2013,8,5,8,0,0.1210
1,2013,8,5,9,0,0.0140
1,2013,8,5,10,0,0.0069
1,2013,8,5,11,0,0.1416
1,2013,8,5,12,0,0.1416
1,2013,8,5,13,0,0.1178
1,2013,8,5,14,0,0.0959
1,2013,8,5,15,0,0.1346
1,2013,8,5,16,0,0.1027
1,2013,8,5,17,0,0.1198
1,2013,8,5,18,0,0.1350
1,2013,8,5,19,0,0.1350
1,2013,8,5,20,0,0.1350
1,2013,8,5,21,0,0.1232
1,2013,8,5,22,0,0.1267
1,2013,8,5,23,0,0.1207
1,2013,8,6,0,0,0.1257
1,2013,8,6,1,0,0.1287
1,2013,8,6,2,0,0.1217
1,2013,8,6,3,0,0.1217
1,2013,8,6,4,0,0.1308
1,2013,8,6,5,0,0.1311
1,2013,8,6,6,0,0.1329
1,2013,8,6,7,0,0.1250
1,2013,8,6,8,0,0.1191
1,2013,8,6,9,0,0.1262
1,2013,8,6,10,0,0.1403
1,2013,8,6,11,0,0.1529
1,2013,8,6,12,0,0.1479
1,2013,8,6,13,0,0.1411
1,2013,8,6,14,0,0.1411
1,2013,8,6,15,0,0.1435
1,2013,8,6,16,0,0.1448
1,2013,8,6,17,0,0.1385
1,2013,8,6,18,0,0.1603
1,2013,8,6,19,0,0.1395
1,2013,8,6,20,0,0.1462
1,2013,8,6,21,0,0.1506
1,2013,8,6,22,0,0.1577
1,2013,8,6,23,0,0.1511
1,2013,8,7,0,0,0.1504
1,2013,8,7,1,0,0.1409
1,2013,8,7,2,0,0.1543
1,2013,8,7,3,0,0.1386
1,2013,8,7,4,0,0.1403
1,2013,8,7,5,0,0.1393
1,2013,8,7,6,0,0.1456
1,2013,8,7,7,0,0.1336
1,2013,8,7,8,0,0.1502
1,2013,8,7,9,0,0.0000
1,2013,8,7,10,0,0.0000
1,2013,8,7,11,0,0.0000
1,2013,8,7,12,0,0.0000
1,2013,8,7,13,0,0.0000
1,2013,8,7,14,0,0.0000
1,2013,8,7,15,0,0.0000
1,2013,8,7,16,0,0.0000
1,2013,8,7,17,0,0.0000
1,2013,8,7,18,0,0.0000
1,2013,8,7,19,0,0.0000
1,2013,8,7,20,0,0.0000
1,2013,8,7,21,0,0.0000
1,2013,8,7,22,0,0.0000
1,2013,8,7,23,0,0.0000
1,2013,8,8,0,0,0.1463
1,2013,8,8,1,0,0.1463
1,2013,8,8,2,0,0.1467
1,2013,8,8,3,0,0.1587
1,2013,8,8,4,0,0.1587
1,2013,8,8,5,0,0.1596
1,2013,8,8,6,0,0.1597
1,2013,8,8,7,0,0.1387
1,2013,8,8,8,0,0.1620
1,2013,8,8,9,0,0.1594
1,2013,8,8,10,0,0.1450
1,2013,8,8,11,0,0.1582
1,2013,8,8,12,0,0.1534
1,2013,8,8,13,0,0.1462
1,2013,8,8,14,0,0.1408
1,2013,8,8,15,0,0.1493
1,2013,8,8,16,0,0.1393
1,2013,8,8,17,0,0.1484
1,2013,8,8,18,0,0.1484
1,2013,8,8,19,0,0.1453
1,2013,8,8,20,0,0.0226
1,2013,8,8,21,0,0.0166
1,2013,8,8,22,0,0.0158
1,2013,8,8,23,0,0.1410
1,2013,8,9,0,0,0.1490
1,2013,8,9,1,0,0.1456
1,2013,8,9,2,0,0.1384
1,2013,8,9,3,0,0.1487
