DevID,DataYear,DataMonth,DataDay,DataHour,DataMinute,DataValue
1,2013,9,1,0,0,0.1342
1,2013,9,1,1,0,0.0141
1,2013,9,1,2,0,0.1537
1,2013,9,1,3,0,0.1560
1,2013,9,1,4,0,0.1616
1,2013,9,1,5,0,0.1552
1,2013,9,1,6,0,0.1498
1,2013,9,1,7,0,0.1459
1,2013,9,1,8,0,0.1459
1,2013,9,1,9,0,0.1459
1,2013,9,1,10,0,0.1459
1,2013,9,1,11,0,0.1537
1,2013,9,1,12,0,0.1537
1,2013,9,1,13,0,0.1484
1,2013,9,1,14,0,0.1640
1,2013,9,1,15,0,0.1485
1,2013,9,1,16,0,0.1442
1,2013,9,1,17,0,0.1582
1,2013,9,1,18,0,0.1515
1,2013,9,1,19,0,0.1506
1,2013,9,1,20,0,0.1575
1,2013,9,1,21,0,0.1568
1,2013,9,1,22,0,0.1437
1,2013,9,1,23,0,0.1504
1,2013,9,2,0,0,0.1415
1,2013,9,2,1,0,0.1571
1,2013,9,2,2,0,0.1530
1,2013,9,2,3,0,0.1489
1,2013,9,2,4,0,0.1491
1,2013,9,2,5,0,0.1535
1,2013,9,2,6,0,0.1519
1,2013,9,2,7,0,0.1512
1,2013,9,2,8,0,0.1436
1,2013,9,2,9,0,0.1442
1,2013,9,2,10,0,0.1416
1,2013,9,2,11,0,0.1636
1,2013,9,2,12,0,0.0196
1,2013,9,2,13,0,0.0083
1,2013,9,2,14,0,0.0083
1,2013,9,2,15,0,0.0000
1,2013,9,2,16,0,0.0000
1,2013,9,2,17,0,0.1485
1,2013,9,2,18,0,0.1516
1,2013,9,2,19,0,0.1403
1,2013,9,2,20,0,0.1282
1,2013,9,2,21,0,0.0158
1,2013,9,2,22,0,0.0139
1,2013,9,2,23,0,0.1710
1,2013,9,3,0,0,0.1603
1,2013,9,3,1,0,0.1490
1,2013,9,3,2,0,0.1529
1,2013,9,3,3,0,0.1486
1,2013,9,3,4,0,0.1442
1,2013,9,3,5,0,0.1486
1,2013,9,3,6,0,0.1500
1,2013,9,3,7,0,0.1429
1,2013,9,3,8,0,0.1560
1,2013,9,3,9,0,0.1469
1,2013,9,3,10,0,0.1549
1,2013,9,3,11,0,0.1549
1,2013,9,3,12,0,0.1466
1,2013,9,3,13,0,0.1458
1,2013,9,3,14,0,0.1469
1,2013,9,3,15,0,0.1388
1,2013,9,3,16,0,0.1354
1,2013,9,3,17,0,0.1512
1,2013,9,3,18,0,0.0242
1,2013,9,3,19,0,0.1495
1,2013,9,3,20,0,0.1388
1,2013,9,3,21,0,0.1362
1,2013,9,3,22,0,0.1342
1,2013,9,3,23,0,0.1361
1,2013,9,4,0,0,0.1245
1,2013,9,4,1,0,0.1120
1,2013,9,4,2,0,0.1526
1,2013,9,4,3,0,0.1536
1,2013,9,4,4,0,0.1524
1,2013,9,4,5,0,0.1524
1,2013,9,4,6,0,0.1628
1,2013,9,4,7,0,0.1517
1,2013,9,4,8,0,0.1501
1,2013,9,4,9,0,0.1465
1,2013,9,4,10,0,0.1559
1,2013,9,4,11,0,0.1653
1,2013,9,4,12,0,0.1572
1,2013,9,4,13,0,0.1549
1,2013,9,4,14,0,0.1477
1,2013,9,4,15,0,0.1399
1,2013,9,4,16,0,0.1482
1,2013,9,4,17,0,0.1528
1,2013,9,4,18,0,0.1528
1,2013,9,4,19,0,0.1480
1,2013,9,4,20,0,0.1487
1,2013,9,4,21,0,0.1506
1,2013,9,4,22,0,0.1317
1,2013,9,4,23,0,0.1317
1,2013,9,5,0,0,0.1311
1,2013,9,5,1,0,0.0216
1,2013,9,5,2,0,0.1400
1,2013,9,5,3,0,0.1400
1,2013,9,5,4,0,0.1530
1,2013,9,5,5,0,0.1398
1,2013,9,5,6,0,0.1536
1,2013,9,5,7,0,0.1490
1,2013,9,5,8,0,0.0000
1,2013,9,5,9,0,0.1392
1,2013,9,5,10,0,0.1569
1,2013,9,5,11,0,0.1603
1,2013,9,5,12,0,0.1467
1,2013,9,5,13,0,0.1553
1,2013,9,5,14,0,0.1461
1,2013,9,5,15,0,0.1461
1,2013,9,5,16,0,0.1486
1,2013,9,5,17,0,0.1646
1,2013,9,5,18,0,0.1447
1,2013,9,5,19,0,0.1638
1,2013,9,5,20,0,0.1367
1,2013,9,5,21,0,0.1644
